StudyHours, Attendance, PastScore, Internet, SleepHours, Passed
4,85,90,Yes,5,Yes
3,78,82,Yes,7,Yes
7,75,94,Yes,7,No
6,53,32,Yes,7,No
7,98,57,No,6,Yes
5,63,43,Yes,7,No
6,99,81,No,8,Yes
5,76,59,No,7,Yes
7,82,87,No,5,Yes
2,71,83,No,7,No
5,97,44,No,8,No
6,52,67,Yes,7,No
6,72,43,Yes,4,Yes
5,70,86,No,8,Yes
7,90,88,No,6,Yes
8,72,37,No,7,No
7,53,48,Yes,5,Yes
5,70,61,No,7,Yes
1,86,58,Yes,5,No
5,92,70,Yes,4,Yes
2,80,74,No,6,No
5,70,42,Yes,8,No
5,75,56,Yes,8,Yes
2,90,48,Yes,6,Yes
5,84,55,No,4,Yes
4,87,82,No,4,Yes
1,73,80,No,7,No
3,60,66,No,4,No
1,90,38,No,7,No
5,78,81,No,5,No
4,96,83,No,6,No
7,52,32,No,5,No
5,50,37,Yes,5,No
4,68,43,No,5,Yes
2,95,32,Yes,5,Yes
4,98,53,Yes,8,Yes
2,71,42,No,4,Yes
8,63,72,Yes,6,Yes
3,98,58,Yes,6,Yes
9,63,80,No,5,No
4,93,71,Yes,6,Yes
6,65,60,No,7,Yes
5,82,92,Yes,6,No
1,62,55,Yes,5,No
9,87,47,No,6,Yes
1,98,86,Yes,4,No
8,61,36,Yes,5,Yes
9,87,77,No,8,No
9,88,89,No,4,Yes
1,82,62,Yes,6,Yes
2,82,32,Yes,8,Yes
1,78,33,No,4,No
2,54,33,Yes,7,No
8,55,71,No,4,Yes
5,80,38,No,8,No
7,65,80,No,7,No
2,80,46,Yes,6,Yes
8,74,46,Yes,5,Yes
6,97,49,Yes,6,No
8,95,43,No,5,No
1,82,51,Yes,5,Yes
1,62,81,No,8,No
7,59,56,Yes,7,No
8,73,72,No,7,No
3,59,32,No,4,Yes
5,90,37,Yes,6,No
1,80,39,No,8,No
7,62,58,Yes,6,Yes
5,52,69,Yes,4,No
8,99,94,Yes,4,Yes
8,83,50,Yes,8,Yes
9,98,53,Yes,4,Yes
7,77,89,No,8,Yes
1,68,55,Yes,4,Yes
3,72,38,No,7,Yes
8,94,49,Yes,8,No
3,81,85,No,7,Yes
8,62,65,No,7,No
1,82,65,Yes,8,Yes
5,83,51,No,6,Yes
4,82,30,Yes,5,No
5,54,66,Yes,4,Yes
8,52,42,Yes,4,Yes
4,56,72,No,6,Yes
4,73,66,No,5,Yes
3,71,54,No,6,No
7,94,50,No,5,Yes
3,72,70,Yes,8,Yes
3,79,71,Yes,8,Yes
5,67,71,No,7,No
5,81,31,No,7,Yes
6,56,37,Yes,8,Yes
8,82,90,No,7,No
6,54,43,Yes,8,Yes
1,98,50,No,6,No
8,77,53,No,4,No
8,57,79,No,8,No
9,64,74,Yes,8,No
9,53,93,Yes,8,No
2,83,93,No,7,Yes
2,54,55,No,7,Yes
3,82,61,No,7,No
1,54,86,No,7,Yes
4,87,82,No,6,Yes
4,83,62,No,8,No
9,75,81,No,6,No
9,50,47,No,7,Yes
9,53,64,Yes,6,Yes
7,88,41,Yes,8,No
2,75,80,Yes,8,Yes
5,82,39,Yes,7,No
4,82,81,No,8,No
8,57,63,Yes,6,No
2,69,68,Yes,5,Yes
6,65,37,No,8,No
5,70,58,Yes,6,No
2,94,51,Yes,6,No
1,75,90,Yes,6,No
8,72,72,Yes,8,No
2,67,78,Yes,5,Yes
7,80,58,No,7,Yes
9,91,60,No,7,Yes
9,61,82,No,8,No
8,50,63,Yes,8,Yes
9,91,67,Yes,4,No
2,58,86,Yes,5,Yes
6,52,33,No,6,Yes
4,75,31,Yes,6,No
4,58,41,Yes,7,Yes
5,91,64,Yes,8,Yes
3,65,50,Yes,5,Yes
1,73,90,No,7,No
8,99,64,No,5,Yes
5,63,77,Yes,8,No
3,52,44,No,6,No
7,83,44,No,4,No
7,82,35,No,5,Yes
1,99,51,Yes,6,Yes
9,73,61,No,5,No
2,58,51,No,5,No
5,62,56,Yes,5,Yes
5,51,44,No,8,Yes
8,56,73,No,7,Yes
8,97,38,No,5,Yes
7,70,63,Yes,8,No
7,68,44,Yes,4,Yes
6,74,91,No,7,No
6,96,74,Yes,8,No
9,71,87,Yes,4,Yes
6,60,48,Yes,7,Yes
2,82,45,No,8,Yes
2,81,37,No,4,Yes
5,70,62,Yes,8,Yes
4,88,47,No,4,Yes
2,69,64,Yes,5,Yes
3,57,72,Yes,5,No
7,91,79,No,7,No
8,86,32,Yes,4,Yes
6,58,88,Yes,5,No
5,74,57,Yes,7,No
1,74,75,Yes,6,Yes
8,82,93,No,5,No
3,51,76,Yes,5,Yes
6,68,43,No,8,Yes
3,95,36,Yes,6,No
7,69,60,No,4,Yes
7,91,80,Yes,7,Yes
9,90,58,Yes,6,Yes
5,91,44,No,4,No
8,78,54,No,5,No
8,55,90,Yes,7,Yes
1,66,70,Yes,7,Yes
5,74,33,Yes,6,No
3,87,86,Yes,8,No
1,53,60,Yes,4,Yes
4,79,32,No,6,No
8,69,79,No,8,Yes
3,52,46,Yes,8,No
2,72,89,No,8,No
9,67,53,No,7,No
5,75,61,Yes,4,No
7,85,48,No,4,Yes
2,57,89,Yes,6,Yes
9,66,44,No,5,No
9,80,64,No,6,Yes
4,86,56,No,4,Yes
4,94,36,No,7,No
6,82,35,No,6,No
6,76,62,Yes,5,Yes
1,94,87,No,6,No
9,53,78,Yes,8,Yes
2,71,46,No,5,No
5,75,71,No,8,Yes
9,81,69,No,7,No
4,73,75,Yes,4,No
3,95,30,No,6,Yes
7,84,81,No,6,No
6,86,64,Yes,8,Yes
8,81,34,Yes,8,Yes
3,56,46,Yes,4,No
5,82,82,No,6,No
4,80,81,No,4,No
4,61,43,No,8,No
4,60,58,No,8,Yes
8,73,37,Yes,5,Yes
6,57,30,Yes,8,No
3,81,58,No,8,Yes
5,87,65,Yes,4,No
6,71,80,Yes,5,Yes
5,83,66,Yes,5,No
6,68,82,No,6,No
8,69,81,Yes,7,Yes
7,63,41,No,6,No
5,82,81,No,6,Yes
6,59,30,No,6,No
4,65,36,Yes,5,Yes
9,53,46,Yes,4,Yes
4,76,72,Yes,8,Yes
1,77,46,Yes,5,Yes
7,92,88,No,8,No
7,65,32,No,8,No
4,82,58,No,7,No
3,97,51,Yes,6,Yes
8,68,67,Yes,7,No
5,70,83,Yes,6,No
7,71,79,No,5,No
4,58,59,No,8,No
4,58,52,Yes,7,Yes
8,58,76,No,5,No
8,76,50,No,5,No
2,66,49,Yes,6,Yes
2,93,52,Yes,8,No
3,94,50,No,6,Yes
3,57,50,Yes,6,No
1,65,30,No,5,Yes
3,67,44,Yes,6,Yes
6,82,46,No,4,No
8,50,80,Yes,8,No
6,61,92,Yes,6,No
5,55,43,Yes,6,No
4,90,88,No,7,No
3,54,79,No,8,No
4,65,63,Yes,8,Yes
7,67,35,No,6,Yes
1,98,78,No,4,Yes
7,67,35,Yes,7,Yes
1,50,36,Yes,4,No
2,68,80,Yes,6,Yes
4,57,30,No,8,Yes
1,52,42,Yes,8,Yes
9,74,72,No,4,No
6,54,56,No,5,No
1,89,32,No,6,No
1,68,87,Yes,8,Yes
6,67,46,Yes,5,No
4,99,74,No,8,Yes
4,80,87,No,8,Yes
6,82,85,Yes,5,Yes
7,96,83,Yes,4,No
9,67,58,Yes,6,No
5,88,83,Yes,5,No
9,65,56,Yes,5,Yes
4,65,74,Yes,8,No
2,96,60,Yes,5,No
3,87,65,Yes,6,No
1,90,90,Yes,4,Yes
6,56,66,No,4,Yes
6,63,65,Yes,4,Yes
1,92,34,Yes,6,Yes
3,97,75,No,8,No
5,74,81,Yes,6,No
3,81,78,Yes,5,Yes
3,87,35,No,7,No
3,71,39,Yes,7,Yes
5,65,52,No,7,No
5,78,46,No,4,No
4,65,73,Yes,6,No
1,61,70,No,6,Yes
5,66,44,No,4,No
5,86,73,No,5,No
4,76,87,No,7,No
6,74,79,Yes,7,No
4,62,81,No,4,Yes
7,57,92,No,7,Yes
7,54,87,Yes,8,Yes
2,61,52,No,6,No
3,90,73,Yes,7,No
1,52,73,No,7,No
8,84,81,Yes,8,Yes
9,82,57,No,5,Yes
4,71,47,Yes,5,No
6,99,56,No,8,Yes
9,93,80,Yes,5,Yes
6,58,89,Yes,4,No
9,90,78,Yes,8,Yes
4,67,44,Yes,6,No
8,99,44,Yes,6,Yes
9,78,80,No,6,Yes
4,88,77,No,7,Yes
5,76,30,Yes,8,Yes
8,85,36,Yes,8,No
6,94,82,No,5,No
7,66,60,No,8,Yes
3,83,47,Yes,8,No
7,95,41,No,5,Yes
8,52,77,Yes,8,No
6,54,59,Yes,8,Yes
9,63,36,Yes,4,No
6,52,32,No,5,Yes
9,72,92,Yes,4,Yes
4,88,35,No,7,No
8,79,44,No,5,Yes
4,99,72,No,8,Yes
2,94,47,No,8,Yes
9,72,51,Yes,4,Yes
5,76,90,Yes,4,No
4,59,90,No,7,No
2,74,82,Yes,7,Yes
1,62,55,No,8,Yes
7,65,69,Yes,6,No
6,90,37,Yes,7,No
2,83,50,Yes,8,Yes
8,86,72,Yes,7,Yes
4,71,50,Yes,5,No
8,66,32,Yes,4,Yes
7,72,60,No,8,No
5,85,56,Yes,7,No
8,98,56,Yes,4,No
9,58,86,Yes,6,Yes
5,51,62,No,7,No
5,81,73,Yes,8,No
2,99,72,Yes,5,Yes
5,71,60,Yes,4,No
3,92,94,No,4,No
7,62,46,Yes,5,No
5,57,44,No,8,No
8,50,63,No,6,No
1,66,33,Yes,5,No
3,61,57,Yes,6,Yes
3,53,31,No,8,Yes
9,62,46,No,7,Yes
5,80,87,Yes,7,No
9,90,38,Yes,8,No
9,56,60,No,6,No
1,72,91,No,5,Yes
2,73,48,No,8,Yes
5,54,84,No,8,No
4,54,57,Yes,7,Yes
9,66,79,No,5,Yes
7,79,94,Yes,7,No
6,58,32,No,6,Yes
7,55,81,No,6,Yes
1,74,39,Yes,4,Yes
1,68,50,Yes,8,Yes
8,65,66,Yes,5,No
2,70,44,Yes,5,No
9,51,38,No,7,Yes
7,59,73,Yes,7,Yes
6,65,68,Yes,5,Yes
1,86,34,Yes,7,Yes
1,64,54,No,4,No
2,62,85,No,8,No
6,62,93,Yes,4,Yes
6,81,81,No,6,Yes
2,94,38,No,5,Yes
1,96,39,Yes,4,Yes
5,95,39,No,4,No
5,57,91,Yes,7,Yes
2,92,89,Yes,7,Yes
6,67,48,Yes,7,No
9,85,67,No,6,Yes
2,75,35,Yes,4,No
2,59,44,No,8,No
3,80,76,No,7,Yes
7,82,74,No,6,No
6,78,34,No,6,Yes
8,54,82,Yes,7,Yes
8,62,91,Yes,5,No
6,50,52,No,4,No
3,72,73,Yes,7,No
3,89,81,No,8,Yes
1,52,75,No,4,Yes
7,52,48,Yes,6,Yes
5,56,76,No,8,Yes
4,85,81,Yes,4,Yes
4,84,53,No,8,No
4,64,46,No,6,No
6,89,75,No,7,No
8,52,93,No,8,Yes
8,78,57,Yes,7,Yes
5,79,79,No,6,Yes
6,88,93,No,6,Yes
4,67,57,Yes,8,Yes
9,60,85,No,8,No
8,92,88,No,6,Yes
1,98,34,No,8,No
2,87,83,No,8,Yes
9,89,73,No,8,No
8,50,71,No,8,Yes
3,78,86,Yes,4,Yes
8,59,76,No,6,No
1,77,54,Yes,6,Yes
4,80,73,No,5,Yes
3,68,44,Yes,7,Yes
6,52,80,Yes,5,No
7,85,82,Yes,8,No
4,92,63,Yes,8,Yes
7,64,37,No,4,No
9,82,50,No,4,No
2,90,36,No,4,No
3,92,85,Yes,4,No
5,94,78,Yes,4,No
3,75,71,Yes,4,Yes
8,65,52,Yes,4,Yes
8,85,81,Yes,4,Yes
8,82,82,Yes,4,No
9,69,45,Yes,6,No
4,62,66,No,4,No
5,82,47,Yes,7,Yes
5,54,49,No,4,Yes
8,86,75,No,8,Yes
7,63,31,Yes,8,Yes
9,76,92,Yes,4,Yes
8,72,32,Yes,4,Yes
2,63,75,Yes,8,Yes
4,89,78,No,7,Yes
6,53,30,Yes,5,No
2,88,51,No,6,No
7,68,43,Yes,8,No
3,96,74,No,4,Yes
3,53,35,No,6,Yes
2,79,94,No,4,Yes
8,68,50,No,5,No
6,80,33,No,5,Yes
1,80,32,Yes,8,No
1,58,59,Yes,6,No
7,62,60,Yes,6,Yes
8,63,63,No,5,No
5,95,49,Yes,4,Yes
5,59,83,No,8,No
4,97,54,No,7,Yes
6,80,44,Yes,5,Yes
6,86,67,No,5,Yes
3,72,52,Yes,8,No
9,76,81,No,4,Yes
7,55,86,Yes,6,Yes
1,75,86,No,5,Yes
7,51,81,Yes,8,Yes
5,94,64,Yes,8,Yes
5,62,43,No,8,No
2,99,43,No,6,No
4,68,62,No,5,No
6,50,81,Yes,8,Yes
7,89,30,Yes,6,Yes
5,81,63,No,4,Yes
9,71,48,Yes,7,No
3,97,53,Yes,5,No
1,78,33,No,6,Yes
4,51,65,Yes,7,No
9,89,87,Yes,7,No
4,87,61,Yes,6,Yes
2,97,38,No,6,No
5,60,49,Yes,6,Yes
3,66,91,No,8,No
9,92,87,Yes,4,No
4,57,51,Yes,8,No
6,71,77,Yes,7,Yes
2,53,37,Yes,7,No
6,60,44,Yes,7,Yes
3,57,61,No,6,No
9,58,82,Yes,5,Yes
2,75,33,Yes,8,Yes
9,51,59,Yes,5,Yes
5,65,42,Yes,4,No
8,80,50,No,4,Yes
2,55,70,Yes,8,No
6,70,48,Yes,7,Yes
3,75,77,Yes,4,Yes
5,68,92,Yes,5,Yes
8,77,49,No,5,Yes
1,57,93,No,6,No
5,63,66,Yes,7,No
3,73,60,Yes,6,Yes
4,97,47,Yes,8,No
2,93,49,Yes,4,No
9,86,40,Yes,6,Yes
3,75,73,No,6,No
2,80,93,No,8,No
9,81,63,Yes,5,Yes
7,99,94,Yes,5,No
6,90,84,Yes,8,Yes
1,51,30,No,5,No
5,74,67,Yes,8,Yes
3,93,38,Yes,5,No
1,51,46,No,8,No
4,91,81,No,5,No
2,50,47,Yes,6,No
2,85,92,Yes,6,No
3,61,62,Yes,5,Yes
8,58,33,Yes,8,No
8,85,81,No,6,Yes
7,90,38,No,4,Yes
6,77,93,Yes,5,No
9,87,59,No,4,Yes
4,82,37,Yes,4,No
1,91,34,No,7,No
8,95,92,Yes,4,No
7,71,30,Yes,4,No
7,74,44,No,7,Yes
3,67,67,No,7,No
4,55,71,No,7,No
9,67,75,No,8,No
6,65,82,No,7,Yes
5,64,55,Yes,8,Yes
3,97,90,Yes,5,Yes
9,57,83,No,8,Yes
5,62,51,Yes,5,No
5,92,55,Yes,7,Yes
4,56,89,Yes,7,Yes
4,66,68,Yes,5,Yes
1,99,65,No,6,Yes
7,81,50,Yes,8,No
9,71,70,Yes,4,No
3,62,77,Yes,7,Yes
2,96,55,Yes,8,Yes
3,72,92,No,8,No
1,78,65,Yes,7,No
6,71,53,Yes,5,No
7,50,50,Yes,7,No
2,78,47,No,8,Yes
8,97,44,No,6,Yes
6,54,35,Yes,5,No
4,84,72,Yes,7,Yes
5,59,60,No,4,Yes
8,68,57,Yes,7,Yes
3,86,37,No,8,No
3,56,58,Yes,8,No
4,95,50,Yes,4,No
1,84,87,No,5,No
9,94,89,Yes,8,Yes
8,62,79,Yes,5,No
8,59,60,Yes,5,No
6,51,76,No,7,Yes
7,55,63,No,5,No
6,57,31,Yes,8,Yes
9,85,81,Yes,8,No
3,74,36,Yes,6,Yes
3,93,48,Yes,5,Yes
3,96,44,No,6,Yes
3,89,77,No,7,Yes
9,56,43,No,6,No
4,95,32,Yes,5,Yes
7,72,79,Yes,8,Yes
9,68,83,No,7,No
7,95,35,Yes,5,Yes
9,71,78,Yes,7,Yes
3,62,52,No,4,No
4,70,49,Yes,5,No
8,50,89,No,4,No
6,68,74,Yes,6,Yes
5,82,90,Yes,5,Yes
4,53,85,Yes,4,No
8,91,31,Yes,8,No
1,52,74,Yes,6,No
9,76,69,No,5,Yes
1,90,53,No,5,Yes
8,84,58,Yes,8,No
4,77,83,Yes,8,Yes
9,55,82,No,4,Yes
5,55,78,No,4,Yes
3,93,61,Yes,4,No
9,72,90,No,7,No
9,82,71,No,6,Yes
4,65,30,No,5,No
4,73,92,Yes,6,Yes
8,54,64,No,8,Yes
2,90,80,No,6,No
9,91,74,No,6,No
6,62,94,No,4,No
9,96,43,Yes,8,Yes
8,61,32,No,6,No
7,54,53,No,5,Yes
1,86,94,No,4,Yes
3,80,77,Yes,6,Yes
2,77,39,Yes,8,Yes
5,77,42,Yes,5,Yes
5,79,43,No,8,No
5,67,39,No,8,Yes
4,93,69,No,8,Yes
5,76,52,Yes,7,No
3,84,84,No,5,Yes
1,75,92,No,8,No
5,88,71,Yes,7,Yes
9,98,76,No,4,No
9,67,81,No,7,No
4,82,47,Yes,4,No
3,74,47,Yes,7,No
1,80,53,Yes,8,No
2,86,52,Yes,7,Yes
8,51,41,Yes,7,No
1,82,52,No,8,No
8,88,50,Yes,4,No
7,92,93,No,8,Yes
8,92,63,No,5,No
6,81,31,Yes,7,Yes
9,67,60,Yes,5,Yes
3,66,48,No,8,No
4,83,42,No,8,Yes
6,88,94,No,6,Yes
8,56,35,Yes,5,Yes
5,91,56,No,6,Yes
3,84,81,Yes,5,Yes
6,79,77,No,6,No
4,61,73,No,6,Yes
9,84,46,No,5,Yes
3,60,67,Yes,8,Yes
4,93,39,Yes,4,Yes
7,53,83,No,8,Yes
7,74,35,No,4,No
4,97,35,No,5,Yes
6,81,81,Yes,7,Yes
3,69,44,Yes,8,Yes
6,99,86,Yes,6,No
2,80,85,Yes,8,No
8,53,36,Yes,5,No
2,87,80,No,7,Yes
7,96,87,No,7,Yes
9,50,93,No,8,Yes
1,52,55,Yes,8,Yes
8,86,87,No,8,Yes
7,71,60,Yes,5,Yes
6,66,42,Yes,4,Yes
6,63,47,No,4,Yes
6,90,42,No,6,Yes
9,84,53,Yes,5,Yes
2,62,86,Yes,7,Yes
1,84,58,No,6,No
6,92,85,Yes,7,No
8,51,83,Yes,7,No
3,96,34,Yes,8,No
1,62,64,No,7,Yes
9,65,48,Yes,7,No
1,67,84,Yes,5,No
3,56,73,Yes,8,No
8,94,67,Yes,8,No
3,85,91,Yes,6,No
4,90,51,Yes,8,Yes
8,79,69,Yes,4,No
1,91,55,No,5,No
6,90,34,No,6,Yes
1,56,83,No,4,No
1,64,78,Yes,7,Yes
8,89,32,No,4,Yes
4,68,67,No,6,Yes
1,92,43,Yes,8,Yes
7,86,76,No,5,No
5,51,43,Yes,6,No
5,91,67,Yes,4,Yes
1,97,93,Yes,4,No
6,62,73,No,6,Yes
9,89,94,Yes,6,No
9,90,54,No,6,No
8,92,45,Yes,8,Yes
5,92,44,Yes,6,No
1,80,32,No,7,Yes
9,65,66,Yes,5,Yes
1,91,84,No,5,No
8,93,67,Yes,7,No
5,55,92,Yes,4,Yes
3,77,30,Yes,4,Yes
7,81,48,Yes,4,No
7,93,81,Yes,4,No
9,59,59,Yes,8,No
7,99,84,Yes,7,No
3,67,43,Yes,5,Yes
1,53,42,No,7,No
8,58,56,No,5,No
3,56,38,No,4,Yes
8,99,70,Yes,8,No
8,57,77,No,6,Yes
5,92,41,No,6,Yes
1,56,39,Yes,4,No
7,90,35,No,4,No
5,89,63,Yes,7,Yes
8,52,81,No,8,Yes
9,66,70,No,8,No
7,51,35,No,7,Yes
7,64,31,No,8,Yes
1,95,44,No,8,Yes
4,78,46,Yes,6,Yes
2,99,45,No,8,Yes
2,97,57,Yes,4,Yes
2,71,39,No,6,Yes
4,53,39,Yes,4,No
1,55,39,No,4,Yes
4,87,57,No,7,No
2,75,53,No,8,Yes
5,60,48,No,8,No
3,75,85,No,8,Yes
8,66,71,Yes,8,No
4,73,41,No,6,No
1,77,47,No,5,No
1,84,52,Yes,4,No
3,80,35,No,5,Yes
9,62,82,No,5,Yes
7,84,71,No,5,Yes
2,65,59,No,6,Yes
9,64,38,No,5,No
2,92,71,Yes,6,Yes
3,67,63,No,7,Yes
2,96,69,Yes,7,Yes
3,86,46,No,7,Yes
6,97,58,No,6,No
9,97,79,Yes,6,Yes
9,98,78,No,4,Yes
7,90,90,No,5,No
3,76,75,Yes,8,No
4,84,75,No,8,Yes
6,94,46,No,5,No
5,84,34,Yes,8,Yes
2,77,83,Yes,8,Yes
6,88,45,No,8,Yes
3,87,36,No,6,Yes
8,58,37,No,6,No
2,61,67,Yes,6,No
1,64,83,Yes,5,No
9,70,44,No,7,No
3,84,79,No,8,Yes
1,91,85,No,4,No
7,82,38,Yes,6,No
5,68,37,Yes,4,Yes
5,72,48,Yes,8,Yes
1,62,80,No,7,No
9,93,86,No,4,Yes
7,50,60,No,8,Yes
8,78,32,Yes,8,Yes
9,73,72,No,6,No
6,65,58,Yes,7,No
5,74,39,No,8,No
6,72,41,Yes,7,Yes
2,77,75,No,6,No
4,96,59,No,4,Yes
3,65,61,Yes,5,No
7,92,76,No,5,Yes
9,87,92,Yes,5,Yes
5,60,55,No,7,No
6,52,32,No,5,No
2,64,52,No,4,No
3,50,79,Yes,8,No
3,56,65,No,7,Yes
9,50,42,Yes,4,No
7,98,58,No,7,Yes
8,81,67,No,7,Yes
9,58,34,Yes,7,No
6,78,49,No,6,Yes
4,75,43,No,8,No
1,72,37,Yes,5,No
8,94,77,Yes,6,No
7,92,42,No,8,Yes
2,78,53,Yes,5,No
8,87,94,Yes,6,No
5,82,63,No,6,Yes
7,56,80,Yes,4,No
4,61,32,Yes,6,No
5,80,87,No,7,Yes
8,81,84,Yes,6,No
1,69,71,Yes,7,Yes
1,66,50,No,8,Yes
4,85,39,No,8,Yes
3,52,86,Yes,7,Yes
2,50,54,No,4,Yes
3,99,85,Yes,4,Yes
1,76,67,Yes,8,Yes
1,96,90,Yes,6,Yes
6,89,76,Yes,8,Yes
5,82,83,No,8,No
8,69,75,No,7,No
2,63,33,Yes,4,No
4,85,72,No,7,Yes
8,54,91,Yes,8,Yes
6,72,33,Yes,5,Yes
1,94,94,No,6,No
4,64,91,No,8,No
1,55,31,Yes,7,No
2,82,38,No,5,Yes
5,68,86,Yes,5,Yes
8,62,74,No,8,No
8,78,47,No,4,No
3,55,77,Yes,5,Yes
4,64,71,No,6,No
6,65,70,No,7,No
3,73,87,Yes,7,Yes
2,72,71,Yes,7,No
6,97,64,Yes,8,Yes
5,59,67,Yes,7,Yes
5,90,70,Yes,7,Yes
5,90,79,Yes,6,No
5,98,74,No,4,Yes
3,66,48,Yes,8,Yes
7,98,46,Yes,8,Yes
6,93,94,Yes,7,No
4,94,85,No,6,No
2,79,70,Yes,5,No
9,93,71,Yes,7,Yes
1,95,35,No,7,No
4,59,69,No,8,No
1,68,70,Yes,8,No
6,78,38,No,7,No
4,51,37,No,8,Yes
5,85,73,Yes,6,Yes
5,68,87,Yes,5,Yes
9,56,42,Yes,5,Yes
1,75,48,No,5,Yes
2,64,78,Yes,7,Yes
6,96,59,No,7,No
5,87,88,Yes,7,No
7,52,82,No,6,No
3,87,81,Yes,5,No
3,65,60,No,8,Yes
2,51,44,Yes,8,Yes
3,80,49,Yes,4,No
1,77,34,Yes,4,No
5,56,36,No,8,Yes
5,79,47,No,5,No
7,92,85,Yes,7,No
4,56,74,No,8,No
3,85,57,Yes,8,Yes
1,78,79,No,4,Yes
8,73,31,Yes,5,Yes
3,88,53,No,8,No
2,53,77,No,7,Yes
4,78,74,No,7,No
3,93,87,No,6,No
1,54,65,No,7,Yes
3,78,31,Yes,8,Yes
2,79,47,No,8,Yes
8,78,78,No,7,Yes
6,75,37,No,4,Yes
9,68,87,No,5,Yes
8,75,44,Yes,8,Yes
3,86,46,No,7,No
5,76,52,No,7,Yes
7,79,56,Yes,8,No
5,79,66,Yes,6,Yes
8,52,78,No,5,No
5,92,93,Yes,8,No
1,56,63,No,7,Yes
5,98,47,No,6,Yes
4,58,93,Yes,8,Yes
6,90,73,No,5,No
3,91,46,Yes,6,Yes
5,62,88,Yes,7,Yes
2,64,42,No,4,No
6,54,81,No,5,No
6,78,89,Yes,6,No
5,84,71,No,8,No
6,76,93,Yes,8,No
7,76,63,Yes,6,No
5,57,93,Yes,8,No
1,81,62,Yes,6,No
8,69,41,No,5,Yes
4,59,48,No,8,Yes
9,62,38,No,5,No
6,78,46,No,7,No
1,84,79,No,7,No
3,57,68,No,7,No
3,78,70,Yes,7,No
4,80,39,No,8,Yes
6,90,41,Yes,6,No
7,79,44,Yes,8,No
4,71,57,Yes,8,Yes
6,70,33,No,5,No
1,61,65,Yes,6,No
8,60,94,No,4,Yes
7,51,76,Yes,4,No
9,99,68,No,6,No
3,90,67,No,4,No
2,51,73,No,6,Yes
1,83,80,No,5,No
3,52,55,No,5,No
5,65,65,Yes,8,Yes
2,53,30,No,4,Yes
3,72,82,No,6,No
4,99,35,Yes,5,No
7,69,66,No,8,No
3,74,31,No,4,No
9,79,70,No,4,No
8,67,80,No,4,No
4,91,76,No,5,No
1,60,42,Yes,5,Yes
1,78,88,No,4,Yes
1,66,88,Yes,5,No
1,75,39,No,4,Yes
8,72,42,Yes,7,No
3,97,31,Yes,5,No
6,69,44,Yes,6,No
3,94,75,No,5,No
5,51,86,No,4,Yes
7,73,39,Yes,6,No
2,80,51,No,8,No
6,76,37,No,6,No
6,51,50,Yes,6,No
3,63,51,No,5,Yes
6,53,74,Yes,6,No
5,98,69,No,6,Yes
2,62,51,Yes,4,Yes
9,85,59,No,5,No
8,84,91,No,4,No
3,93,74,Yes,5,No
8,57,64,Yes,8,Yes
9,51,71,No,6,Yes
3,55,34,Yes,5,No
3,80,56,Yes,6,No
2,59,91,Yes,6,Yes
8,93,61,Yes,7,No
1,70,37,Yes,4,Yes
8,91,47,No,5,Yes
7,59,44,Yes,8,Yes
7,72,55,Yes,7,Yes
3,52,82,Yes,4,No
1,81,73,Yes,8,No
4,69,61,No,8,Yes
9,59,57,Yes,6,No
5,78,68,No,4,Yes
1,90,61,No,7,No
5,95,47,Yes,5,Yes
8,83,40,Yes,5,No
8,86,61,No,7,No
5,69,49,No,6,Yes
9,57,69,No,6,No
1,56,37,Yes,8,Yes
4,55,64,No,4,No
3,60,50,Yes,8,Yes
2,93,53,No,5,No
8,67,46,No,7,No
7,91,47,Yes,4,Yes
9,78,41,Yes,7,Yes
2,74,45,No,4,No
4,70,33,Yes,5,No
6,95,63,Yes,5,Yes
3,52,75,No,4,Yes
8,67,60,Yes,6,Yes
3,73,54,Yes,4,Yes
2,96,53,No,5,No
3,87,94,No,7,No
6,59,54,Yes,8,No
2,76,57,Yes,7,No
8,61,65,Yes,5,No
1,56,35,No,7,No
7,66,77,No,6,Yes
2,50,77,Yes,6,No
6,99,94,Yes,4,Yes
2,75,73,Yes,7,Yes
2,64,92,No,7,Yes
8,82,75,No,5,Yes
2,86,48,Yes,4,No
7,96,93,Yes,4,Yes
3,80,79,Yes,7,Yes
8,84,92,Yes,8,No
7,50,70,No,7,Yes
8,57,36,Yes,7,Yes
7,61,38,Yes,7,No
6,68,33,No,6,Yes
7,74,78,Yes,4,No
5,81,35,Yes,6,No
7,61,50,Yes,8,No
1,62,44,Yes,5,No
1,77,85,Yes,8,No
9,50,61,Yes,4,Yes
5,55,58,No,5,No
5,57,63,Yes,8,No
3,53,56,No,4,No
5,54,89,No,8,No
3,74,68,No,5,No
9,71,73,No,5,Yes
9,77,65,Yes,8,Yes
6,88,48,Yes,6,No
1,72,74,Yes,8,Yes
7,53,50,Yes,8,No
7,53,52,No,8,No
4,96,56,No,6,No
8,70,48,No,7,Yes
6,86,70,Yes,5,No
4,90,55,No,4,No
4,51,57,Yes,5,Yes
2,56,93,No,5,No
2,98,80,Yes,7,Yes
4,65,77,No,5,Yes
5,66,39,No,5,No
8,69,68,Yes,6,Yes
6,72,48,No,6,No
4,83,93,No,6,Yes
7,60,48,Yes,6,Yes
8,83,91,No,6,Yes
